"AwardCategory","AwardWinner","PrimaryTitle","PrimaryID","SecondaryName.list","AwardCeremony","SecondaryID","SecondaryName","AwardCategory.y"
"Best Writing, Original Screenplay",NA,"Alice Doesn't Live Here Anymore","title/tt0071115","Robert Getchell","47-1975","name/nm0315205","Robert Getchell","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Day for Night","title/tt0070460","Fran̤ois Truffaut, Jean-Louis Richard, Suzanne Schiffman","47-1975","name/nm0000076","Fran̤ois Truffaut","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Day for Night","title/tt0070460","Fran̤ois Truffaut, Jean-Louis Richard, Suzanne Schiffman","47-1975","name/nm0723827","Jean-Louis Richard","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Day for Night","title/tt0070460","Fran̤ois Truffaut, Jean-Louis Richard, Suzanne Schiffman","47-1975","name/nm0771535","Suzanne Schiffman","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Harry and Tonto","title/tt0071598","Paul Mazursky, Josh Greenfeld","47-1975","name/nm0005196","Paul Mazursky","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Harry and Tonto","title/tt0071598","Paul Mazursky, Josh Greenfeld","47-1975","name/nm0338968","Josh Greenfeld","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"The Conversation","title/tt0071360","Francis Ford Coppola","47-1975","name/nm0000338","Francis Ford Coppola","Best Writing, Original Screenplay"
"Best Writing, Screenplay Adapted From Other Material","Winner","The Godfather: Part II","title/tt0071562","Francis Ford Coppola, Mario Puzo","47-1975","name/nm0000338","Francis Ford Coppola","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material","Winner","The Godfather: Part II","title/tt0071562","Francis Ford Coppola, Mario Puzo","47-1975","name/nm0701374","Mario Puzo","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"Lenny","title/tt0071746","Julian Barry","47-1975","name/nm0058057","Julian Barry","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"Murder on the Orient Express","title/tt0071877","Paul Dehn","47-1975","name/nm0214989","Paul Dehn","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"The Apprenticeship of Duddy Kravitz","title/tt0071155","Mordecai Richler, Lionel Chetwynd","47-1975","name/nm0725006","Mordecai Richler","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"The Apprenticeship of Duddy Kravitz","title/tt0071155","Mordecai Richler, Lionel Chetwynd","47-1975","name/nm0156417","Lionel Chetwynd","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"Young Frankenstein","title/tt0072431","Gene Wilder, Mel Brooks","47-1975","name/nm0000698","Gene Wilder","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"Young Frankenstein","title/tt0072431","Gene Wilder, Mel Brooks","47-1975","name/nm0000316","Mel Brooks","Best Writing, Screenplay Adapted From Other Material"
"Best Actor in a Leading Role","Winner","Jack Nicholson","name/nm0000197","One Flew Over the Cuckoo's Nest","48-1976","title/tt0073486","One Flew Over the Cuckoo's Nest","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Al Pacino","name/nm0000199","Dog Day Afternoon","48-1976","title/tt0072890","Dog Day Afternoon","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"James Whitmore","name/nm0926235","Give 'em Hell, Harry!","48-1976","title/tt0073053","Give 'em Hell, Harry!","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Maximilian Schell","name/nm0001703","The Man in the Glass Booth","48-1976","title/tt0073345","The Man in the Glass Booth","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Walter Matthau","name/nm0000527","The Sunshine Boys","48-1976","title/tt0073766","The Sunshine Boys","Best Actor in a Leading Role"
"Best Actor in a Supporting Role","Winner","George Burns","name/nm0122675","The Sunshine Boys","48-1976","title/tt0073766","The Sunshine Boys","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Brad Dourif","name/nm0000374","One Flew Over the Cuckoo's Nest","48-1976","title/tt0073486","One Flew Over the Cuckoo's Nest","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Burgess Meredith","name/nm0580565","The Day of the Locust","48-1976","title/tt0072848","The Day of the Locust","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Chris Sarandon","name/nm0001697","Dog Day Afternoon","48-1976","title/tt0072890","Dog Day Afternoon","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Jack Warden","name/nm0912001","Shampoo","48-1976","title/tt0073692","Shampoo","Best Actor in a Supporting Role"
"Best Actress in a Leading Role","Winner","Louise Fletcher","name/nm0001221","One Flew Over the Cuckoo's Nest","48-1976","title/tt0073486","One Flew Over the Cuckoo's Nest","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Ann-Margret","name/nm0000268","Tommy","48-1976","title/tt0073812","Tommy","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Carol Kane","name/nm0001406","Hester Street","48-1976","title/tt0073107","Hester Street","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Glenda Jackson","name/nm0413559","Hedda","48-1976","title/tt0073098","Hedda","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Isabelle Adjani","name/nm0000254","The Story of Adele H","48-1976","title/tt0073114","The Story of Adele H","Best Actress in a Leading Role"
"Best Actress in a Supporting Role","Winner","Lee Grant","name/nm0335519","Shampoo","48-1976","title/tt0073692","Shampoo","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Brenda Vaccaro","name/nm0882853","Once Is Not Enough","48-1976","title/tt0073190","Once Is Not Enough","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Lily Tomlin","name/nm0005499","Nashville","48-1976","title/tt0073440","Nashville","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Lily Tomlin","name/nm0005499","Nashville","48-1976","title/tt0073440","Nashville","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Ronee Blakley","name/nm0086867","Nashville","48-1976","title/tt0073440","Nashville","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Ronee Blakley","name/nm0086867","Nashville","48-1976","title/tt0073440","Nashville","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Sylvia Miles","name/nm0587249","Farewell, My Lovely","48-1976","title/tt0072973","Farewell, My Lovely","Best Actress in a Supporting Role"
"Best Art Direction-Set Decoration","Winner","Barry Lyndon","title/tt0072684","Ken Adam, Roy Walker, Vernon Dixon","48-1976","name/nm0010553","Ken Adam","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration","Winner","Barry Lyndon","title/tt0072684","Ken Adam, Roy Walker, Vernon Dixon","48-1976","name/nm0908178","Roy Walker","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration","Winner","Barry Lyndon","title/tt0072684","Ken Adam, Roy Walker, Vernon Dixon","48-1976","name/nm0228999","Vernon Dixon","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"Shampoo","title/tt0073692","Richard Sylbert, W. Stewart Campbell, George Gaines","48-1976","name/nm0843129","Richard Sylbert","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"Shampoo","title/tt0073692","Richard Sylbert, W. Stewart Campbell, George Gaines","48-1976","name/nm0132922","W. Stewart Campbell","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"Shampoo","title/tt0073692","Richard Sylbert, W. Stewart Campbell, George Gaines","48-1976","name/nm0301321","George Gaines","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Hindenburg","title/tt0073113","Edward C. Carfagno, Frank R. McKelvy","48-1976","name/nm0137063","Edward C. Carfagno","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Hindenburg","title/tt0073113","Edward C. Carfagno, Frank R. McKelvy","48-1976","name/nm0571305","Frank R. McKelvy","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Man Who Would Be King","title/tt0073341","Alexandre Trauner, Tony Inglis, Peter James","48-1976","name/nm0871202","Alexandre Trauner","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Man Who Would Be King","title/tt0073341","Alexandre Trauner, Tony Inglis, Peter James","48-1976","name/nm0408888","Tony Inglis","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Man Who Would Be King","title/tt0073341","Alexandre Trauner, Tony Inglis, Peter James","48-1976","name/nm0416825","Peter James","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Sunshine Boys","title/tt0073766","Albert Brenner, Marvin March","48-1976","name/nm0107447","Albert Brenner","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Sunshine Boys","title/tt0073766","Albert Brenner, Marvin March","48-1976","name/nm0545322","Marvin March","Best Art Direction-Set Decoration"
"Best Cinematography","Winner","Barry Lyndon","title/tt0072684","John Alcott","48-1976","name/nm0005633","John Alcott","Best Cinematography"
"Best Cinematography",NA,"Funny Lady","title/tt0073026","James Wong Howe","48-1976","name/nm0002146","James Wong Howe","Best Cinematography"
"Best Cinematography",NA,"One Flew Over the Cuckoo's Nest","title/tt0073486","Haskell Wexler, Bill Butler","48-1976","name/nm0005549","Haskell Wexler","Best Cinematography"
"Best Cinematography",NA,"One Flew Over the Cuckoo's Nest","title/tt0073486","Haskell Wexler, Bill Butler","48-1976","name/nm0124832","Bill Butler","Best Cinematography"
"Best Cinematography",NA,"The Day of the Locust","title/tt0072848","Conrad L. Hall","48-1976","name/nm0005734","Conrad L. Hall","Best Cinematography"
"Best Cinematography",NA,"The Hindenburg","title/tt0073113","Robert Surtees","48-1976","name/nm0005892","Robert Surtees","Best Cinematography"
"Best Costume Design","Winner","Barry Lyndon","title/tt0072684","Ulla-Britt Șderlund, Milena Canonero","48-1976","name/nm0845523","Ulla-Britt Șderlund","Best Costume Design"
"Best Costume Design","Winner","Barry Lyndon","title/tt0072684","Ulla-Britt Șderlund, Milena Canonero","48-1976","name/nm0134382","Milena Canonero","Best Costume Design"
"Best Costume Design",NA,"Funny Lady","title/tt0073026","Ray Aghayan, Bob Mackie","48-1976","name/nm0013036","Ray Aghayan","Best Costume Design"
"Best Costume Design",NA,"Funny Lady","title/tt0073026","Ray Aghayan, Bob Mackie","48-1976","name/nm0533496","Bob Mackie","Best Costume Design"
"Best Costume Design",NA,"The Four Musketeers: Milady's Revenge","title/tt0073012","Yvonne Blake, Ron Talsky","48-1976","name/nm0086762","Yvonne Blake","Best Costume Design"
"Best Costume Design",NA,"The Four Musketeers: Milady's Revenge","title/tt0073012","Yvonne Blake, Ron Talsky","48-1976","name/nm0848309","Ron Talsky","Best Costume Design"
"Best Costume Design",NA,"The Magic Flute","title/tt0073822","Henny Noremark, Karin Erskine","48-1976","name/nm0635269","Henny Noremark","Best Costume Design"
"Best Costume Design",NA,"The Magic Flute","title/tt0073822","Henny Noremark, Karin Erskine","48-1976","name/nm0259851","Karin Erskine","Best Costume Design"
"Best Costume Design",NA,"The Man Who Would Be King","title/tt0073341","Edith Head","48-1976","name/nm0372128","Edith Head","Best Costume Design"
"Best Director","Winner","Milos Forman","name/nm0001232","One Flew Over the Cuckoo's Nest","48-1976","title/tt0073486","One Flew Over the Cuckoo's Nest","Best Director"
"Best Director",NA,"Federico Fellini","name/nm0000019","Amarcord","48-1976","title/tt0071129","Amarcord","Best Director"
"Best Director",NA,"Robert Altman","name/nm0000265","Nashville","48-1976","title/tt0073440","Nashville","Best Director"
"Best Director",NA,"Sidney Lumet","name/nm0001486","Dog Day Afternoon","48-1976","title/tt0072890","Dog Day Afternoon","Best Director"
"Best Director",NA,"Stanley Kubrick","name/nm0000040","Barry Lyndon","48-1976","title/tt0072684","Barry Lyndon","Best Director"
"Best Documentary, Features","Winner","The Man Who Skied Down Everest","title/tt0073340","F.R. Crawley, James Hager, Dale Hartleben","48-1976","name/nm0187008","F.R. Crawley","Best Documentary, Features"
"Best Documentary, Features","Winner","The Man Who Skied Down Everest","title/tt0073340","F.R. Crawley, James Hager, Dale Hartleben","48-1976","name/nm0353498","James Hager","Best Documentary, Features"
"Best Documentary, Features","Winner","The Man Who Skied Down Everest","title/tt0073340","F.R. Crawley, James Hager, Dale Hartleben","48-1976","name/nm0366798","Dale Hartleben","Best Documentary, Features"
"Best Documentary, Features",NA,"Fighting for Our Lives","title/tt0072982","Glen Pearcy","48-1976","name/nm0669031","Glen Pearcy","Best Documentary, Features"
"Best Documentary, Features",NA,"The California Reich","title/tt0072757","Walter F. Parkes, Keith Critchlow","48-1976","name/nm0662748","Walter F. Parkes","Best Documentary, Features"
"Best Documentary, Features",NA,"The California Reich","title/tt0072757","Walter F. Parkes, Keith Critchlow","48-1976","name/nm0188219","Keith Critchlow","Best Documentary, Features"
"Best Documentary, Features",NA,"The Incredible Machine","title/tt0073164","Irwin Rosten","48-1976","name/nm0744575","Irwin Rosten","Best Documentary, Features"
"Best Documentary, Features",NA,"The Other Half of the Sky: A China Memoir","title/tt0073495","Shirley MacLaine","48-1976","name/nm0000511","Shirley MacLaine","Best Documentary, Features"
"Best Documentary, Short Subjects","Winner","The End of the Game","title/tt0072939","Claire Wilbur, Robin Lehman","48-1976","name/nm0928106","Claire Wilbur","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects","Winner","The End of the Game","title/tt0072939","Claire Wilbur, Robin Lehman","48-1976","name/nm0499651","Robin Lehman","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"Arthur and Lillie","title/tt0072659","Jon Else, Steven Kovacs, Kristine Samuelson","48-1976","name/nm0255613","Jon Else","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"Arthur and Lillie","title/tt0072659","Jon Else, Steven Kovacs, Kristine Samuelson","48-1976","name/nm0468260","Steven Kovacs","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"Arthur and Lillie","title/tt0072659","Jon Else, Steven Kovacs, Kristine Samuelson","48-1976","name/nm0760552","Kristine Samuelson","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"Millions of Years Ahead of Man","title/tt0073392","Manfred Baier","48-1976","name/nm0047050","Manfred Baier","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"Probes in Space","title/tt0073578","George Casey","48-1976","name/nm0143426","George Casey","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"Whistling Smith","title/tt0073893","Barrie Howells, Michael J.F. Scott","48-1976","name/nm0398087","Barrie Howells","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"Whistling Smith","title/tt0073893","Barrie Howells, Michael J.F. Scott","48-1976","name/nm0779569","Michael J.F. Scott","Best Documentary, Short Subjects"
"Best Film Editing","Winner","Jaws","title/tt0073195","Verna Fields","48-1976","name/nm0276368","Verna Fields","Best Film Editing"
"Best Film Editing",NA,"Dog Day Afternoon","title/tt0072890","Dede Allen","48-1976","name/nm0020441","Dede Allen","Best Film Editing"
"Best Film Editing",NA,"One Flew Over the Cuckoo's Nest","title/tt0073486","Richard Chew, Lynzee Klingman, Sheldon Kahn","48-1976","name/nm0156816","Richard Chew","Best Film Editing"
"Best Film Editing",NA,"One Flew Over the Cuckoo's Nest","title/tt0073486","Richard Chew, Lynzee Klingman, Sheldon Kahn","48-1976","name/nm0459806","Lynzee Klingman","Best Film Editing"
"Best Film Editing",NA,"One Flew Over the Cuckoo's Nest","title/tt0073486","Richard Chew, Lynzee Klingman, Sheldon Kahn","48-1976","name/nm0434922","Sheldon Kahn","Best Film Editing"
"Best Film Editing",NA,"The Man Who Would Be King","title/tt0073341","Russell Lloyd","48-1976","name/nm0516125","Russell Lloyd","Best Film Editing"
"Best Film Editing",NA,"Three Days of the Condor","title/tt0073802","Fredric Steinkamp, Don Guidice","48-1976","name/nm0826114","Fredric Steinkamp","Best Film Editing"
"Best Film Editing",NA,"Three Days of the Condor","title/tt0073802","Fredric Steinkamp, Don Guidice","48-1976","name/nm0346756","Don Guidice","Best Film Editing"
"Best Foreign Language Film","Winner","Dersu Uzala","title/tt0071411","","48-1976",NA,NA,NA
"Best Foreign Language Film",NA,"Brothel No. 8","title/tt0073654","","48-1976",NA,NA,NA
"Best Foreign Language Film",NA,"Letters from Marusia","title/tt0072601","","48-1976",NA,NA,NA
"Best Foreign Language Film",NA,"Scent of a Woman","title/tt0072037","","48-1976",NA,NA,NA
"Best Foreign Language Film",NA,"The Promised Land","title/tt0072446","","48-1976",NA,NA,NA
"Best Music, Original Dramatic Score","Winner","Jaws","title/tt0073195","John Williams","48-1976","name/nm0002354","John Williams","Best Music, Original Dramatic Score"
"Best Music, Original Dramatic Score",NA,"Birds Do It, Bees Do It","title/tt0072703","Gerald Fried","48-1976","name/nm0006086","Gerald Fried","Best Music, Original Dramatic Score"
"Best Music, Original Dramatic Score",NA,"Bite the Bullet","title/tt0072705","Alex North","48-1976","name/nm0006218","Alex North","Best Music, Original Dramatic Score"
"Best Music, Original Dramatic Score",NA,"One Flew Over the Cuckoo's Nest","title/tt0073486","Jack Nitzsche","48-1976","name/nm0006217","Jack Nitzsche","Best Music, Original Dramatic Score"
"Best Music, Original Dramatic Score",NA,"The Wind and the Lion","title/tt0073906","Jerry Goldsmith","48-1976","name/nm0000025","Jerry Goldsmith","Best Music, Original Dramatic Score"
"Best Music, Original Song","Winner","Nashville","title/tt0073440","Keith Carradine","48-1976","name/nm0001018","Keith Carradine","Best Music, Original Song"
"Best Music, Original Song",NA,"Funny Lady","title/tt0073026","Fred Ebb, John Kander","48-1976","name/nm0247939","Fred Ebb","Best Music, Original Song"
"Best Music, Original Song",NA,"Funny Lady","title/tt0073026","Fred Ebb, John Kander","48-1976","name/nm0437218","John Kander","Best Music, Original Song"
"Best Music, Original Song",NA,"Mahogany","title/tt0073335","Michael Masser (music), Gerry Goffin (lyrics)","48-1976","name/nm0557247","Michael Masser","Best Music, Original Song"
"Best Music, Original Song",NA,"Mahogany","title/tt0073335","Michael Masser (music), Gerry Goffin (lyrics)","48-1976","name/nm1132342","Gerry Goffin","Best Music, Original Song"
"Best Music, Original Song",NA,"The Other Side of the Mountain","title/tt0073496","Charles Fox (music), Norman Gimbel (lyrics)","48-1976","name/nm0288913","Charles Fox","Best Music, Original Song"
"Best Music, Original Song",NA,"The Other Side of the Mountain","title/tt0073496","Charles Fox (music), Norman Gimbel (lyrics)","48-1976","name/nm0319757","Norman Gimbel","Best Music, Original Song"
"Best Music, Original Song",NA,"Whiffs","title/tt0073891","George Barrie (music), Sammy Cahn (lyrics)","48-1976","name/nm0057376","George Barrie","Best Music, Original Song"
"Best Music, Original Song",NA,"Whiffs","title/tt0073891","George Barrie (music), Sammy Cahn (lyrics)","48-1976","name/nm0005991","Sammy Cahn","Best Music, Original Song"
"Best Music, Scoring Original Song Score and/or Adaptation","Winner","Barry Lyndon","title/tt0072684","Leonard Rosenman","48-1976","name/nm0006260","Leonard Rosenman","Best Music, Scoring Original Song Score and/or Adaptation"
"Best Music, Scoring Original Song Score and/or Adaptation",NA,"Funny Lady","title/tt0073026","Peter Matz","48-1976","name/nm0560690","Peter Matz","Best Music, Scoring Original Song Score and/or Adaptation"
"Best Music, Scoring Original Song Score and/or Adaptation",NA,"Tommy","title/tt0073812","Pete Townshend","48-1976","name/nm0870175","Pete Townshend","Best Music, Scoring Original Song Score and/or Adaptation"
"Best Picture","Winner","One Flew Over the Cuckoo's Nest","title/tt0073486","Saul Zaentz, Michael Douglas","48-1976","name/nm0951763","Saul Zaentz","Best Picture"
"Best Picture","Winner","One Flew Over the Cuckoo's Nest","title/tt0073486","Saul Zaentz, Michael Douglas","48-1976","name/nm0000140","Michael Douglas","Best Picture"
"Best Picture",NA,"Barry Lyndon","title/tt0072684","Stanley Kubrick","48-1976","name/nm0000040","Stanley Kubrick","Best Picture"
"Best Picture",NA,"Dog Day Afternoon","title/tt0072890","Martin Bregman, Martin Elfand","48-1976","name/nm0106840","Martin Bregman","Best Picture"
"Best Picture",NA,"Dog Day Afternoon","title/tt0072890","Martin Bregman, Martin Elfand","48-1976","name/nm0253292","Martin Elfand","Best Picture"
"Best Picture",NA,"Jaws","title/tt0073195","Richard D. Zanuck, David Brown","48-1976","name/nm0005573","Richard D. Zanuck","Best Picture"
"Best Picture",NA,"Jaws","title/tt0073195","Richard D. Zanuck, David Brown","48-1976","name/nm0113360","David Brown","Best Picture"
"Best Picture",NA,"Nashville","title/tt0073440","Robert Altman","48-1976","name/nm0000265","Robert Altman","Best Picture"
"Best Short Film, Animated","Winner","Great (Isambard Kingdom Brunel)","title/tt0073068","Bob Godfrey","48-1976","name/nm0323962","Bob Godfrey","Best Short Film, Animated"
"Best Short Film, Animated",NA,"Kick Me","title/tt0073237","Robert Swarthe","48-1976","name/nm0841931","Robert Swarthe","Best Short Film, Animated"
"Best Short Film, Animated",NA,"Monsieur Pointu","title/tt0073402","Bernard Longpr̩, Andr̩ Leduc","48-1976","name/nm0519462","Bernard Longpr̩","Best Short Film, Animated"
"Best Short Film, Animated",NA,"Monsieur Pointu","title/tt0073402","Bernard Longpr̩, Andr̩ Leduc","48-1976","name/nm0496656","Andr̩ Leduc","Best Short Film, Animated"
"Best Short Film, Animated",NA,"Sisyphus","title/tt0073715","Marcell Jankovics","48-1976","name/nm0417757","Marcell Jankovics","Best Short Film, Animated"
"Best Short Film, Live Action","Winner","Angel and Big Joe","title/tt0072646","Bert Salzman","48-1976","name/nm0759563","Bert Salzman","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"A Day in the Life of Bonnie Consolo","title/tt0072847","Barry J. Spinello","48-1976","name/nm0818911","Barry J. Spinello","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Conquest of Light","title/tt0072816","Louis Marcus","48-1976","name/nm0546146","Louis Marcus","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Dawn Flight","title/tt0072846","Larry Lansburgh, Brian Lansburgh","48-1976","name/nm0487047","Larry Lansburgh","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Dawn Flight","title/tt0072846","Larry Lansburgh, Brian Lansburgh","48-1976","name/nm0487045","Brian Lansburgh","Best Short Film, Live Action"
"Best Short Film, Live Action",NA,"Doubletalk","title/tt0072900","Alan Beattie","48-1976","name/nm0064133","Alan Beattie","Best Short Film, Live Action"
"Best Sound","Winner","Jaws","title/tt0073195","Robert L. Hoyt, Roger Heman Jr., Earl Madery, John R. Carter","48-1976","name/nm0398480","Robert L. Hoyt","Best Sound"
"Best Sound","Winner","Jaws","title/tt0073195","Robert L. Hoyt, Roger Heman Jr., Earl Madery, John R. Carter","48-1976","name/nm0375947","Roger Heman Jr.","Best Sound"
"Best Sound","Winner","Jaws","title/tt0073195","Robert L. Hoyt, Roger Heman Jr., Earl Madery, John R. Carter","48-1976","name/nm0531071","Earl Madery","Best Sound"
"Best Sound","Winner","Jaws","title/tt0073195","Robert L. Hoyt, Roger Heman Jr., Earl Madery, John R. Carter","48-1976","name/nm0141728","John R. Carter","Best Sound"
"Best Sound",NA,"Bite the Bullet","title/tt0072705","Arthur Piantadosi, Les Fresholtz, Richard Tyler, Al Overton Jr.","48-1976","name/nm0681250","Arthur Piantadosi","Best Sound"
"Best Sound",NA,"Bite the Bullet","title/tt0072705","Arthur Piantadosi, Les Fresholtz, Richard Tyler, Al Overton Jr.","48-1976","name/nm0294370","Les Fresholtz","Best Sound"
"Best Sound",NA,"Bite the Bullet","title/tt0072705","Arthur Piantadosi, Les Fresholtz, Richard Tyler, Al Overton Jr.","48-1976","name/nm0878889","Richard Tyler","Best Sound"
"Best Sound",NA,"Bite the Bullet","title/tt0072705","Arthur Piantadosi, Les Fresholtz, Richard Tyler, Al Overton Jr.","48-1976","name/nm0653929","Al Overton Jr.","Best Sound"
"Best Sound",NA,"Funny Lady","title/tt0073026","Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon","48-1976","name/nm0692446","Richard Portman","Best Sound"
"Best Sound",NA,"Funny Lady","title/tt0073026","Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon","48-1976","name/nm0532013","Don MacDougall","Best Sound"
"Best Sound",NA,"Funny Lady","title/tt0073026","Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon","48-1976","name/nm0858218","Curly Thirlwell","Best Sound"
"Best Sound",NA,"Funny Lady","title/tt0073026","Richard Portman, Don MacDougall, Curly Thirlwell, Jack Solomon","48-1976","name/nm0813349","Jack Solomon","Best Sound"
"Best Sound",NA,"The Hindenburg","title/tt0073113","Leonard Peterson, Jack A. Bolger Jr., John L. Mack, Don Sharpless","48-1976","name/nm0677272","Leonard Peterson","Best Sound"
"Best Sound",NA,"The Hindenburg","title/tt0073113","Leonard Peterson, Jack A. Bolger Jr., John L. Mack, Don Sharpless","48-1976","name/nm0092933","Jack A. Bolger Jr.","Best Sound"
"Best Sound",NA,"The Hindenburg","title/tt0073113","Leonard Peterson, Jack A. Bolger Jr., John L. Mack, Don Sharpless","48-1976","name/nm0533020","John L. Mack","Best Sound"
"Best Sound",NA,"The Hindenburg","title/tt0073113","Leonard Peterson, Jack A. Bolger Jr., John L. Mack, Don Sharpless","48-1976","name/nm0789302","Don Sharpless","Best Sound"
"Best Sound",NA,"The Wind and the Lion","title/tt0073906","Harry W. Tetrick, Aaron Rochin, William L. McCaughey, Roy Charman","48-1976","name/nm0856555","Harry W. Tetrick","Best Sound"
"Best Sound",NA,"The Wind and the Lion","title/tt0073906","Harry W. Tetrick, Aaron Rochin, William L. McCaughey, Roy Charman","48-1976","name/nm0734099","Aaron Rochin","Best Sound"
"Best Sound",NA,"The Wind and the Lion","title/tt0073906","Harry W. Tetrick, Aaron Rochin, William L. McCaughey, Roy Charman","48-1976","name/nm0565477","William L. McCaughey","Best Sound"
"Best Sound",NA,"The Wind and the Lion","title/tt0073906","Harry W. Tetrick, Aaron Rochin, William L. McCaughey, Roy Charman","48-1976","name/nm0153335","Roy Charman","Best Sound"
"Best Writing, Original Screenplay","Winner","Dog Day Afternoon","title/tt0072890","Frank Pierson","48-1976","name/nm0682757","Frank Pierson","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Amarcord","title/tt0071129","Federico Fellini, Tonino Guerra","48-1976","name/nm0000019","Federico Fellini","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Amarcord","title/tt0071129","Federico Fellini, Tonino Guerra","48-1976","name/nm0346096","Tonino Guerra","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"And Now My Love","title/tt0072307","Claude Lelouch, Pierre Uytterhoeven","48-1976","name/nm0500988","Claude Lelouch","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"And Now My Love","title/tt0072307","Claude Lelouch, Pierre Uytterhoeven","48-1976","name/nm0882683","Pierre Uytterhoeven","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Lies My Father Told Me","title/tt0073293","Ted Allan","48-1976","name/nm0020022","Ted Allan","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Shampoo","title/tt0073692","Robert Towne, Warren Beatty","48-1976","name/nm0001801","Robert Towne","Best Writing, Original Screenplay"
"Best Writing, Original Screenplay",NA,"Shampoo","title/tt0073692","Robert Towne, Warren Beatty","48-1976","name/nm0000886","Warren Beatty","Best Writing, Original Screenplay"
