"AwardCategory","AwardWinner","PrimaryTitle","PrimaryID","SecondaryName.list","AwardCeremony","SecondaryID","SecondaryName","AwardCategory.y"
"Best Music, Original Song",NA,"Suzy","title/tt0028330","Walter Donaldson (music), Harold Adamson (lyrics)","09-1937","name/nm0232164","Walter Donaldson","Best Music, Original Song"
"Best Music, Original Song",NA,"Suzy","title/tt0028330","Walter Donaldson (music), Harold Adamson (lyrics)","09-1937","name/nm0011488","Harold Adamson","Best Music, Original Song"
"Best Music, Original Song",NA,"The Trail of the Lonesome Pine","title/tt0028401","Louis Alter (music), Sidney D. Mitchell (lyrics)","09-1937","name/nm0022746","Louis Alter","Best Music, Original Song"
"Best Music, Original Song",NA,"The Trail of the Lonesome Pine","title/tt0028401","Louis Alter (music), Sidney D. Mitchell (lyrics)","09-1937","name/nm0593733","Sidney D. Mitchell","Best Music, Original Song"
"Best Music, Score","Winner","Anthony Adverse","title/tt0027300","Leo F. Forbstein (head of department)","09-1937","name/nm0006079","Leo F. Forbstein","Best Music, Score"
"Best Music, Score","Winner","Anthony Adverse","title/tt0027300","Leo F. Forbstein (head of department)","09-1937","name/nm0006079","Leo F. Forbstein","Best Music, Score"
"Best Music, Score",NA,"The Charge of the Light Brigade","title/tt0027438","Leo F. Forbstein (head of department)","09-1937","name/nm0006079","Leo F. Forbstein","Best Music, Score"
"Best Music, Score",NA,"The Charge of the Light Brigade","title/tt0027438","Leo F. Forbstein (head of department)","09-1937","name/nm0006079","Leo F. Forbstein","Best Music, Score"
"Best Music, Score",NA,"The Garden of Allah","title/tt0027657","Max Steiner (head of department)","09-1937","name/nm0000070","Max Steiner","Best Music, Score"
"Best Music, Score",NA,"The General Died at Dawn","title/tt0027664","Boris Morros","09-1937","name/nm0607448","Boris Morros","Best Music, Score"
"Best Music, Score",NA,"Winterset","title/tt0028511","Nathaniel Shilkret (head of department)","09-1937","name/nm0006287","Nathaniel Shilkret","Best Music, Score"
"Best Picture","Winner","The Great Ziegfeld","title/tt0027698","","09-1937",NA,NA,NA
"Best Picture",NA,"A Tale of Two Cities","title/tt0027075","","09-1937",NA,NA,NA
"Best Picture",NA,"Anthony Adverse","title/tt0027300","","09-1937",NA,NA,NA
"Best Picture",NA,"Dodsworth","title/tt0027532","","09-1937",NA,NA,NA
"Best Picture",NA,"Libeled Lady","title/tt0027884","","09-1937",NA,NA,NA
"Best Picture",NA,"Mr. Deeds Goes to Town","title/tt0027996","","09-1937",NA,NA,NA
"Best Picture",NA,"Romeo and Juliet","title/tt0028203","","09-1937",NA,NA,NA
"Best Picture",NA,"San Francisco","title/tt0028216","","09-1937",NA,NA,NA
"Best Picture",NA,"The Story of Louis Pasteur","title/tt0028313","","09-1937",NA,NA,NA
"Best Picture",NA,"Three Smart Girls","title/tt0028373","","09-1937",NA,NA,NA
"Best Short Subject, Cartoons","Winner","The Country Cousin","title/tt0027468","Walt Disney","09-1937","name/nm0000370","Walt Disney","Best Short Subject, Cartoons"
"Best Short Subject, Cartoons",NA,"Popeye the Sailor Meets Sindbad the Sailor","title/tt0028119","Max Fleischer","09-1937","name/nm0281502","Max Fleischer","Best Short Subject, Cartoons"
"Best Short Subject, Cartoons",NA,"The Old Mill Pond","title/tt0028057","Hugh Harman, Rudolf Ising","09-1937","name/nm0363414","Hugh Harman","Best Short Subject, Cartoons"
"Best Short Subject, Cartoons",NA,"The Old Mill Pond","title/tt0028057","Hugh Harman, Rudolf Ising","09-1937","name/nm0411208","Rudolf Ising","Best Short Subject, Cartoons"
"Best Short Subject, Color","Winner","Give Me Liberty","title/tt0027678","","09-1937",NA,NA,NA
"Best Short Subject, Color",NA,"La Fiesta de Santa Barbara","title/tt0027616","","09-1937",NA,NA,NA
"Best Short Subject, Color",NA,"Popular Science","title/tt0026880","","09-1937",NA,NA,NA
"Best Short Subject, One-reel","Winner","Bored of Education","title/tt0027385","Hal Roach","09-1937","name/nm0730018","Hal Roach","Best Short Subject, One-reel"
"Best Short Subject, One-reel",NA,"Moscow Moods","title/tt0027988","","09-1937",NA,NA,NA
"Best Short Subject, One-reel",NA,"Wanted -- A Master","title/tt0028480","Pete Smith","09-1937","name/nm0809570","Pete Smith","Best Short Subject, One-reel"
"Best Short Subject, Two-reel","Winner","The Public Pays","title/tt0028146","","09-1937",NA,NA,NA
"Best Short Subject, Two-reel",NA,"Double or Nothing","title/tt0342147","","09-1937",NA,NA,NA
"Best Short Subject, Two-reel",NA,"Dummy Ache","title/tt0027556","","09-1937",NA,NA,NA
"Best Sound, Recording","Winner","San Francisco","title/tt0028216","Douglas Shearer (M-G-M SSD)","09-1937","name/nm0790428","Douglas Shearer","Best Sound, Recording"
"Best Sound, Recording",NA,"Banjo on My Knee","title/tt0027331","Edmund H. Hansen (20th Century-Fox SSD)","09-1937","name/nm0360770","Edmund H. Hansen","Best Sound, Recording"
"Best Sound, Recording",NA,"Dodsworth","title/tt0027532","Oscar Lagerstrom (United Artists SSD)","09-1937","name/nm0481264","Oscar Lagerstrom","Best Sound, Recording"
"Best Sound, Recording",NA,"General Spanky","title/tt0027665","Elmer Raguse (Hal Roach SSD)","09-1937","name/nm0706649","Elmer Raguse","Best Sound, Recording"
"Best Sound, Recording",NA,"Mr. Deeds Goes to Town","title/tt0027996","John P. Livadary (Columbia SSD)","09-1937","name/nm0515093","John P. Livadary","Best Sound, Recording"
"Best Sound, Recording",NA,"That Girl from Paris","title/tt0028354","John Aalberg (RKO Radio SSD)","09-1937","name/nm0007356","John Aalberg","Best Sound, Recording"
"Best Sound, Recording",NA,"The Charge of the Light Brigade","title/tt0027438","Nathan Levinson (Warner Bros. SSD)","09-1937","name/nm0506080","Nathan Levinson","Best Sound, Recording"
"Best Sound, Recording",NA,"The Texas Rangers","title/tt0028352","Franklin Hansen (Paramount SSD)","09-1937","name/nm0360630","Franklin Hansen","Best Sound, Recording"
"Best Sound, Recording",NA,"Three Smart Girls","title/tt0028373","Homer G. Tasker (Universal SSD)","09-1937","name/nm0850920","Homer G. Tasker","Best Sound, Recording"
"Best Writing, Original Story","Winner","The Story of Louis Pasteur","title/tt0028313","Pierre Collings, Sheridan Gibney","09-1937","name/nm0172074","Pierre Collings","Best Writing, Original Story"
"Best Writing, Original Story","Winner","The Story of Louis Pasteur","title/tt0028313","Pierre Collings, Sheridan Gibney","09-1937","name/nm0316807","Sheridan Gibney","Best Writing, Original Story"
"Best Writing, Original Story",NA,"Fury","title/tt0027652","Norman Krasna","09-1937","name/nm0469915","Norman Krasna","Best Writing, Original Story"
"Best Writing, Original Story",NA,"San Francisco","title/tt0028216","Robert E. Hopkins","09-1937","name/nm0394267","Robert E. Hopkins","Best Writing, Original Story"
"Best Writing, Original Story",NA,"The Great Ziegfeld","title/tt0027698","William Anthony McGuire","09-1937","name/nm0570305","William Anthony McGuire","Best Writing, Original Story"
"Best Writing, Original Story",NA,"Three Smart Girls","title/tt0028373","Adele Comandini","09-1937","name/nm0173532","Adele Comandini","Best Writing, Original Story"
"Best Writing, Screenplay","Winner","The Story of Louis Pasteur","title/tt0028313","Pierre Collings, Sheridan Gibney","09-1937","name/nm0172074","Pierre Collings","Best Writing, Screenplay"
"Best Writing, Screenplay","Winner","The Story of Louis Pasteur","title/tt0028313","Pierre Collings, Sheridan Gibney","09-1937","name/nm0316807","Sheridan Gibney","Best Writing, Screenplay"
"Best Writing, Screenplay",NA,"After the Thin Man","title/tt0027260","Frances Goodrich, Albert Hackett","09-1937","name/nm0329304","Frances Goodrich","Best Writing, Screenplay"
"Best Writing, Screenplay",NA,"After the Thin Man","title/tt0027260","Frances Goodrich, Albert Hackett","09-1937","name/nm0352443","Albert Hackett","Best Writing, Screenplay"
"Best Writing, Screenplay",NA,"Dodsworth","title/tt0027532","Sidney Howard","09-1937","name/nm0397608","Sidney Howard","Best Writing, Screenplay"
"Best Writing, Screenplay",NA,"Mr. Deeds Goes to Town","title/tt0027996","Robert Riskin","09-1937","name/nm0728307","Robert Riskin","Best Writing, Screenplay"
"Best Writing, Screenplay",NA,"My Man Godfrey","title/tt0028010","Eric Hatch, Morrie Ryskind","09-1937","name/nm0368719","Eric Hatch","Best Writing, Screenplay"
"Best Writing, Screenplay",NA,"My Man Godfrey","title/tt0028010","Eric Hatch, Morrie Ryskind","09-1937","name/nm0753452","Morrie Ryskind","Best Writing, Screenplay"
"Best Actor in a Leading Role","Winner","Spencer Tracy","name/nm0000075","Captains Courageous","10-1938","title/tt0028691","Captains Courageous","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Charles Boyer","name/nm0000964","Conquest","10-1938","title/tt0028739","Conquest","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Fredric March","name/nm0545298","A Star Is Born","10-1938","title/tt0029606","A Star Is Born","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Paul Muni","name/nm0612847","The Life of Emile Zola","10-1938","title/tt0029146","The Life of Emile Zola","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Robert Montgomery","name/nm0599910","Night Must Fall","10-1938","title/tt0029310","Night Must Fall","Best Actor in a Leading Role"
"Best Actor in a Supporting Role","Winner","Joseph Schildkraut","name/nm0771584","The Life of Emile Zola","10-1938","title/tt0029146","The Life of Emile Zola","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"H.B. Warner","name/nm0912478","Lost Horizon","10-1938","title/tt0029162","Lost Horizon","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Ralph Bellamy","name/nm0000897","The Awful Truth","10-1938","title/tt0028597","The Awful Truth","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Roland Young","name/nm0950019","Topper","10-1938","title/tt0029682","Topper","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Thomas Mitchell","name/nm0593775","The Hurricane","10-1938","title/tt0029030","The Hurricane","Best Actor in a Supporting Role"
"Best Actress in a Leading Role","Winner","Luise Rainer","name/nm0707023","The Good Earth","10-1938","title/tt0028944","The Good Earth","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Barbara Stanwyck","name/nm0001766","Stella Dallas","10-1938","title/tt0029608","Stella Dallas","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Greta Garbo","name/nm0001256","Camille","10-1938","title/tt0028683","Camille","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Irene Dunne","name/nm0002050","The Awful Truth","10-1938","title/tt0028597","The Awful Truth","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Janet Gaynor","name/nm0310980","A Star Is Born","10-1938","title/tt0029606","A Star Is Born","Best Actress in a Leading Role"
"Best Actress in a Supporting Role","Winner","Alice Brady","name/nm0103567","In Old Chicago","10-1938","title/tt0029047","In Old Chicago","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Andrea Leeds","name/nm0498571","Stage Door","10-1938","title/tt0029604","Stage Door","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Anne Shirley","name/nm0794297","Stella Dallas","10-1938","title/tt0029608","Stella Dallas","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Claire Trevor","name/nm0872456","Dead End","10-1938","title/tt0028773","Dead End","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"May Whitty","name/nm0926599","Night Must Fall","10-1938","title/tt0029310","Night Must Fall","Best Actress in a Supporting Role"
"Best Art Direction","Winner","Lost Horizon","title/tt0029162","Stephen Goosson","10-1938","name/nm0329684","Stephen Goosson","Best Art Direction"
"Best Art Direction",NA,"A Damsel in Distress","title/tt0028757","Carroll Clark","10-1938","name/nm0163754","Carroll Clark","Best Art Direction"
"Best Art Direction",NA,"Conquest","title/tt0028739","Cedric Gibbons, William A. Horning","10-1938","name/nm0316539","Cedric Gibbons","Best Art Direction"
"Best Art Direction",NA,"Conquest","title/tt0028739","Cedric Gibbons, William A. Horning","10-1938","name/nm0395178","William A. Horning","Best Art Direction"
"Best Art Direction",NA,"Dead End","title/tt0028773","Richard Day","10-1938","name/nm0206554","Richard Day","Best Art Direction"
"Best Art Direction",NA,"Every Day's a Holiday","title/tt0028843","Wiard Ihnen","10-1938","name/nm0407311","Wiard Ihnen","Best Art Direction"
"Best Art Direction",NA,"Manhattan Merry-Go-Round","title/tt0029209","John Victor Mackay","10-1938","name/nm0533179","John Victor Mackay","Best Art Direction"
"Best Art Direction",NA,"Souls at Sea","title/tt0029593","Hans Dreier, Roland Anderson","10-1938","name/nm0237417","Hans Dreier","Best Art Direction"
"Best Art Direction",NA,"Souls at Sea","title/tt0029593","Hans Dreier, Roland Anderson","10-1938","name/nm0027380","Roland Anderson","Best Art Direction"
"Best Art Direction",NA,"The Life of Emile Zola","title/tt0029146","Anton Grot","10-1938","name/nm0343819","Anton Grot","Best Art Direction"
"Best Art Direction",NA,"The Prisoner of Zenda","title/tt0029442","Lyle R. Wheeler","10-1938","name/nm0923907","Lyle R. Wheeler","Best Art Direction"
"Best Art Direction",NA,"Vogues of 1938","title/tt0029737","Alexander Toluboff","10-1938","name/nm0866266","Alexander Toluboff","Best Art Direction"
"Best Art Direction",NA,"Wee Willie Winkie","title/tt0029751","William S. Darling, David S. Hall","10-1938","name/nm0201419","William S. Darling","Best Art Direction"
"Best Art Direction",NA,"Wee Willie Winkie","title/tt0029751","William S. Darling, David S. Hall","10-1938","name/nm0355465","David S. Hall","Best Art Direction"
"Best Art Direction",NA,"You're a Sweetheart","title/tt0029809","Jack Otterson","10-1938","name/nm0653163","Jack Otterson","Best Art Direction"
"Best Assistant Director","Winner","Robert D. Webb","name/nm0916271","In Old Chicago","10-1938","title/tt0029047","In Old Chicago","Best Assistant Director"
"Best Assistant Director",NA,"Charles C. Coleman","name/nm0170973","Lost Horizon","10-1938","title/tt0029162","Lost Horizon","Best Assistant Director"
"Best Assistant Director",NA,"Eric Stacey","name/nm0820947","A Star Is Born","10-1938","title/tt0029606","A Star Is Born","Best Assistant Director"
"Best Assistant Director",NA,"Hal Walker","name/nm0907779","Souls at Sea","10-1938","title/tt0029593","Souls at Sea","Best Assistant Director"
"Best Assistant Director",NA,"Russell Saunders","name/nm0766951","The Life of Emile Zola","10-1938","title/tt0029146","The Life of Emile Zola","Best Assistant Director"
"Best Cinematography","Winner","The Good Earth","title/tt0028944","Karl Freund","10-1938","name/nm0005713","Karl Freund","Best Cinematography"
"Best Cinematography",NA,"Dead End","title/tt0028773","Gregg Toland","10-1938","name/nm0005904","Gregg Toland","Best Cinematography"
"Best Cinematography",NA,"Wings Over Honolulu","title/tt0029784","Joseph A. Valentine","10-1938","name/nm0884252","Joseph A. Valentine","Best Cinematography"
"Best Dance Direction","Winner","A Damsel in Distress","title/tt0028757","Hermes Pan","10-1938","name/nm0659009","Hermes Pan","Best Dance Direction"
"Best Dance Direction",NA,"A Day at the Races","title/tt0028772","Dave Gould","10-1938","name/nm0332346","Dave Gould","Best Dance Direction"
"Best Dance Direction",NA,"Ali Baba Goes to Town","title/tt0028566","Sammy Lee","10-1938","name/nm0498192","Sammy Lee","Best Dance Direction"
"Best Dance Direction",NA,"Ready, Willing and Able","title/tt0029467","Bobby Connolly","10-1938","name/nm0175265","Bobby Connolly","Best Dance Direction"
"Best Dance Direction",NA,"Thin Ice","title/tt0029659","Harry Losee","10-1938","name/nm0521313","Harry Losee","Best Dance Direction"
"Best Dance Direction",NA,"Varsity Show","title/tt0029725","Busby Berkeley","10-1938","name/nm0000923","Busby Berkeley","Best Dance Direction"
"Best Dance Direction",NA,"Waikiki Wedding","title/tt0029742","LeRoy Prinz","10-1938","name/nm0697895","LeRoy Prinz","Best Dance Direction"
"Best Director","Winner","Leo McCarey","name/nm0564970","The Awful Truth","10-1938","title/tt0028597","The Awful Truth","Best Director"
"Best Director",NA,"Gregory La Cava","name/nm0478441","Stage Door","10-1938","title/tt0029604","Stage Door","Best Director"
"Best Director",NA,"Sidney Franklin","name/nm0291548","The Good Earth","10-1938","title/tt0028944","The Good Earth","Best Director"
