"ItemYear","year_ceremony","ceremony","Award","AwardRecipient","ItemTitle","IMDBid","ItemRuntime"
1964,1965,37,"SHORT SUBJECT (Cartoon)","David H. DePatie and Friz Freleng, Producers","The Pink Phink","tt0058472","7 min"
1964,1965,37,"SHORT SUBJECT (Live Action)","Edward Schreiber, Producer","Casals Conducts: 1964","tt0057922","20 min"
1964,1965,37,"SOUND","Warner Bros. Studio Sound Department, George R. Groves, Sound Director","My Fair Lady","tt0058385","170 min"
1964,1965,37,"SOUND EFFECTS","Norman Wanstall","Goldfinger","tt0058150","110 min"
1964,1965,37,"SPECIAL VISUAL EFFECTS","Peter Ellenshaw, Eustace Lycett, Hamilton Luske","Mary Poppins","tt0058331","139 min"
1964,1965,37,"WRITING (Screenplay--based on material from another medium)","Edward Anhalt","Becket","tt0057877","148 min"
1964,1965,37,"WRITING (Story and Screenplay--written directly for the screen)","Story by S. H. Barnett;  Screenplay by Peter Stone, Frank Tarloff","Father Goose","tt0058092","118 min"
1965,1966,38,"ACTOR","Lee Marvin","Cat Ballou","tt0059017","97 min"
1965,1966,38,"ACTOR IN A SUPPORTING ROLE","Martin Balsam","A Thousand Clowns","tt0059798","118 min"
1965,1966,38,"ACTRESS","Julie Christie","Darling","tt0059084","128 min"
1965,1966,38,"ACTRESS IN A SUPPORTING ROLE","Shelley Winters","A Patch of Blue","tt0059573","105 min"
1965,1966,38,"ART DIRECTION (Black-and-White)","Art Direction:  Robert Clatworthy;  Set Decoration:  Joseph Kish","Ship of Fools","tt0059712","149 min"
1965,1966,38,"ART DIRECTION (Color)","Art Direction:  John Box, Terry Marsh;  Set Decoration:  Dario Simoni","Doctor Zhivago","tt0059113","197 min"
1965,1966,38,"BEST PICTURE","Robert Wise, Producer","The Sound of Music","tt0059742","172 min"
1965,1966,38,"CINEMATOGRAPHY (Black-and-White)","Ernest Laszlo","Ship of Fools","tt0059712","149 min"
1965,1966,38,"CINEMATOGRAPHY (Color)","Freddie Young","Doctor Zhivago","tt0059113","197 min"
1965,1966,38,"COSTUME DESIGN (Black-and-White)","Julie Harris","Darling","tt0059084","128 min"
1965,1966,38,"COSTUME DESIGN (Color)","Phyllis Dalton","Doctor Zhivago","tt0059113","197 min"
1965,1966,38,"DIRECTING","Robert Wise","The Sound of Music","tt0059742","172 min"
1965,1966,38,"DOCUMENTARY (Feature)","Sidney Glazier, Producer","The Eleanor Roosevelt Story","tt0059145","90 min"
1964,1966,38,"DOCUMENTARY (Short Subject)","Francis Thompson, Producer","To Be Alive!","tt0059814","18 min"
1965,1966,38,"FILM EDITING","William Reynolds","The Sound of Music","tt0059742","172 min"
1965,1966,38,"FOREIGN LANGUAGE FILM","Czechoslovakia","The Shop on Main Street","tt0059527","128 min"
1965,1966,38,"MUSIC (Music Score--substantially original)","Maurice Jarre","Doctor Zhivago","tt0059113","197 min"
1965,1966,38,"MUSIC (Scoring of Music--adaptation or treatment)","Irwin Kostal","The Sound of Music","tt0059742","172 min"
1965,1966,38,"MUSIC (Song)","Music by Johnny Mandel; Lyrics by Paul Francis Webster","The Sandpiper","tt0059674","117 min"
1965,1966,38,"SHORT SUBJECT (Cartoon)","Chuck Jones and Les Goldman, Producers","The Dot and the Line: A Romance in Lower Mathematics","tt0059122","10 min"
1963,1966,38,"SHORT SUBJECT (Live Action)","Claude Berri, Producer","Le poulet","tt0059613","15 min"
1965,1966,38,"SOUND","20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director","The Sound of Music","tt0059742","172 min"
1965,1966,38,"SOUND EFFECTS","Tregoweth Brown","The Great Race","tt0059243","160 min"
1965,1966,38,"SPECIAL VISUAL EFFECTS","John Stears","Thunderball","tt0059800","130 min"
1965,1966,38,"WRITING (Screenplay--based on material from another medium)","Robert Bolt","Doctor Zhivago","tt0059113","197 min"
1965,1966,38,"WRITING (Story and Screenplay--written directly for the screen)","Frederic Raphael","Darling","tt0059084","128 min"
1966,1967,39,"ACTOR","Paul Scofield","A Man for All Seasons","tt0060665","120 min"
1966,1967,39,"ACTOR IN A SUPPORTING ROLE","Walter Matthau","The Fortune Cookie","tt0060424","125 min"
1966,1967,39,"ACTRESS","Elizabeth Taylor","Who's Afraid of Virginia Woolf?","tt0061184","131 min"
1966,1967,39,"ACTRESS IN A SUPPORTING ROLE","Sandy Dennis","Who's Afraid of Virginia Woolf?","tt0061184","131 min"
1966,1967,39,"ART DIRECTION (Black-and-White)","Art Direction:  Richard Sylbert;  Set Decoration:  George James Hopkins","Who's Afraid of Virginia Woolf?","tt0061184","131 min"
1966,1967,39,"ART DIRECTION (Color)","Art Direction:  Jack Martin Smith, Dale Hennesy;  Set Decoration:  Walter M. Scott, Stuart A. Reiss","Fantastic Voyage","tt0060397","100 min"
1966,1967,39,"BEST PICTURE","Fred Zinnemann, Producer","A Man for All Seasons","tt0060665","120 min"
1966,1967,39,"CINEMATOGRAPHY (Black-and-White)","Haskell Wexler","Who's Afraid of Virginia Woolf?","tt0061184","131 min"
1966,1967,39,"CINEMATOGRAPHY (Color)","Ted Moore","A Man for All Seasons","tt0060665","120 min"
1966,1967,39,"COSTUME DESIGN (Black-and-White)","Irene Sharaff","Who's Afraid of Virginia Woolf?","tt0061184","131 min"
1966,1967,39,"COSTUME DESIGN (Color)","Elizabeth Haffenden, Joan Bridge","A Man for All Seasons","tt0060665","120 min"
1966,1967,39,"DIRECTING","Fred Zinnemann","A Man for All Seasons","tt0060665","120 min"
1966,1967,39,"DOCUMENTARY (Feature)","Peter Watkins, Producer","The War Game","tt0059894","48 min"
1966,1967,39,"DOCUMENTARY (Short Subject)","Edmond A. Levy, Producer","A Year Toward Tomorrow","tt0061205","25 min"
1966,1967,39,"FILM EDITING","Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo","Grand Prix","tt0060472","176 min"
1966,1967,39,"FOREIGN LANGUAGE FILM","France","A Man and a Woman","tt0061138","102 min"
1966,1967,39,"MUSIC (Original Music Score)","John Barry","Born Free","tt0060182","95 min"
1966,1967,39,"MUSIC (Scoring of Music--adaptation or treatment)","Ken Thorne","A Funny Thing Happened on the Way to the Forum","tt0060438","99 min"
1966,1967,39,"MUSIC (Song)","Music by John Barry; Lyrics by Don Black","Born Free","tt0060182","95 min"
1966,1967,39,"SHORT SUBJECT (Cartoon)","John Hubley and Faith Hubley, Producers","A Herb Alpert & the Tijuana Brass Double Feature","tt0060503","6 min"
1965,1967,39,"SHORT SUBJECT (Live Action)","Edgar Anstey, Producer","Wild Wings","tt0061192","34 min"
1966,1967,39,"SOUND","Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director","Grand Prix","tt0060472","176 min"
1966,1967,39,"SOUND EFFECTS","Gordon Daniel","Grand Prix","tt0060472","176 min"
1966,1967,39,"SPECIAL VISUAL EFFECTS","Art Cruickshank","Fantastic Voyage","tt0060397","100 min"
1966,1967,39,"WRITING (Screenplay--based on material from another medium)","Robert Bolt","A Man for All Seasons","tt0060665","120 min"
1966,1967,39,"WRITING (Story and Screenplay--written directly for the screen)","Story by Claude Lelouch;  Screenplay by Claude Lelouch, Pierre Uytterhoeven","A Man and a Woman","tt0061138","102 min"
1967,1968,40,"ACTOR","Rod Steiger","In the Heat of the Night","tt0061811","110 min"
1967,1968,40,"ACTOR IN A SUPPORTING ROLE","George Kennedy","Cool Hand Luke","tt0061512","127 min"
1967,1968,40,"ACTRESS","Katharine Hepburn","Guess Who's Coming to Dinner","tt0061735","108 min"
1967,1968,40,"ACTRESS IN A SUPPORTING ROLE","Estelle Parsons","Bonnie and Clyde","tt0061418","111 min"
1967,1968,40,"ART DIRECTION","Art Direction:  John Truscott, Edward Carrere;  Set Decoration:  John W. Brown","Camelot","tt0061439","179 min"
1967,1968,40,"BEST PICTURE","Walter Mirisch, Producer","In the Heat of the Night","tt0061811","110 min"
1967,1968,40,"CINEMATOGRAPHY","Burnett Guffey","Bonnie and Clyde","tt0061418","111 min"
1967,1968,40,"COSTUME DESIGN","John Truscott","Camelot","tt0061439","179 min"
1967,1968,40,"DIRECTING","Mike Nichols","The Graduate","tt0061722","106 min"
1967,1968,40,"DOCUMENTARY (Feature)","Pierre Schoendoerffer, Producer","The Anderson Platoon","tt0062244","65 min"
1967,1968,40,"DOCUMENTARY (Short Subject)","Mark Harris and Trevor Greenwood, Producers","The Redwoods","tt0062184","21 min"
1967,1968,40,"FILM EDITING","Hal Ashby","In the Heat of the Night","tt0061811","110 min"
1966,1968,40,"FOREIGN LANGUAGE FILM","Czechoslovakia","Closely Watched Trains","tt0060802","92 min"
1967,1968,40,"MUSIC (Original Music Score)","Elmer Bernstein","Thoroughly Modern Millie","tt0062362","138 min"
1967,1968,40,"MUSIC (Scoring of Music--adaptation or treatment)","Alfred Newman, Ken Darby","Camelot","tt0061439","179 min"
1967,1968,40,"MUSIC (Song)","Music and Lyrics by Leslie Bricusse","Doctor Dolittle","tt0061584","152 min"
1967,1968,40,"SHORT SUBJECT (Cartoon)","Fred Wolf, Producer","The Box","tt0061421","9 min"
1967,1968,40,"SHORT SUBJECT (Live Action)","Christopher Chapman, Producer","A Place to Stand","tt0062131","17 min"
1967,1968,40,"SOUND","Samuel Goldwyn Studio Sound Department","In the Heat of the Night","tt0061811","110 min"
1967,1968,40,"SOUND EFFECTS","John Poyner","The Dirty Dozen","tt0061578","150 min"
1967,1968,40,"SPECIAL VISUAL EFFECTS","L. B. Abbott","Doctor Dolittle","tt0061584","152 min"
1967,1968,40,"WRITING (Screenplay--based on material from another medium)","Stirling Silliphant","In the Heat of the Night","tt0061811","110 min"
1967,1968,40,"WRITING (Story and Screenplay--written directly for the screen)","William Rose","Guess Who's Coming to Dinner","tt0061735","108 min"
1968,1969,41,"ACTOR","Cliff Robertson","Charly","tt0062794","103 min"
1968,1969,41,"ACTOR IN A SUPPORTING ROLE","Jack Albertson","The Subject Was Roses","tt0063654","107 min"
1968,1969,41,"ACTRESS","Barbra Streisand","Funny Girl","tt0062994","151 min"
1968,1969,41,"ACTRESS","Katharine Hepburn","The Lion in Winter","tt0063227","134 min"
1968,1969,41,"ACTRESS IN A SUPPORTING ROLE","Ruth Gordon","Rosemary's Baby","tt0063522","137 min"
1968,1969,41,"ART DIRECTION","Art Direction:  John Box, Terence Marsh;  Set Decoration:  Vernon Dixon, Ken Muggleston","Oliver!","tt0063385","153 min"
1968,1969,41,"BEST PICTURE","John Woolf, Producer","Oliver!","tt0063385","153 min"
1968,1969,41,"CINEMATOGRAPHY","Pasqualino De Santis","Romeo and Juliet","tt0063518","138 min"
1968,1969,41,"COSTUME DESIGN","Danilo Donati","Romeo and Juliet","tt0063518","138 min"
1968,1969,41,"DIRECTING","Carol Reed","Oliver!","tt0063385","153 min"
1969,1969,41,"DOCUMENTARY (Feature)","Bill McGaw, Producer","Journey Into Self","tt0063160","47 min"
1968,1969,41,"DOCUMENTARY (Short Subject)","Saul Bass, Producer","Why Man Creates","tt0063804","29 min"
1968,1969,41,"FILM EDITING","Frank P. Keller","Bullitt","tt0062765","114 min"
1965,1969,41,"FOREIGN LANGUAGE FILM","Union of Soviet Socialist Republics","War and Peace","tt0063794","422 min"
1968,1969,41,"MUSIC (Original Score--for a motion picture [not a musical])","John Barry","The Lion in Winter","tt0063227","134 min"
1968,1969,41,"MUSIC (Score of a Musical Picture--original or adaptation)","Adaptation score by John Green","Oliver!","tt0063385","153 min"
1968,1969,41,"MUSIC (Song--Original for the Picture)","Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman","The Thomas Crown Affair","tt0063688","102 min"
1968,1969,41,"SHORT SUBJECT (Cartoon)","Walt Disney, Producer","Winnie the Pooh and the Blustery Day","tt0063819","25 min"
1968,1969,41,"SHORT SUBJECT (Live Action)","Charles Guggenheim, Producer","Robert Kennedy Remembered","tt0063514","30 min"
1968,1969,41,"SOUND","Shepperton Studio Sound Department","Oliver!","tt0063385","153 min"
1968,1969,41,"SPECIAL VISUAL EFFECTS","Stanley Kubrick","2001: A Space Odyssey","tt0062622","149 min"
1968,1969,41,"WRITING (Screenplay--based on material from another medium)","James Goldman","The Lion in Winter","tt0063227","134 min"
1967,1969,41,"WRITING (Story and Screenplay--written directly for the screen)","Mel Brooks","The Producers","tt0063462","88 min"
1969,1970,42,"ACTOR","John Wayne","True Grit","tt0065126","128 min"
1969,1970,42,"ACTOR IN A SUPPORTING ROLE","Gig Young","They Shoot Horses, Don't They?","tt0065088","129 min"
1969,1970,42,"ACTRESS","Maggie Smith","The Prime of Miss Jean Brodie","tt0064840","116 min"
1969,1970,42,"ACTRESS IN A SUPPORTING ROLE","Goldie Hawn","Cactus Flower","tt0064117","104 min"
1969,1970,42,"ART DIRECTION","Art Direction:  John DeCuir, Jack Martin Smith, Herman Blumenthal;  Set Decoration:  Walter M. Scott, George Hopkins, Raphael Bretton","Hello, Dolly!","tt0064418","146 min"
1969,1970,42,"BEST PICTURE","Jerome Hellman, Producer","Midnight Cowboy","tt0064665","113 min"
1969,1970,42,"CINEMATOGRAPHY","Conrad Hall","Butch Cassidy and the Sundance Kid","tt0064115","110 min"
1969,1970,42,"COSTUME DESIGN","Margaret Furse","Anne of the Thousand Days","tt0064030","145 min"
1969,1970,42,"DIRECTING","John Schlesinger","Midnight Cowboy","tt0064665","113 min"
1969,1970,42,"DOCUMENTARY (Feature)","Bernard Chevry, Producer","L'amour de la vie - Artur Rubinstein","tt0064043","91 min"
1969,1970,42,"DOCUMENTARY (Short Subject)","Denis Sanders and Robert M. Fresco, Producers","Czechoslovakia 1918-1968","tt0064200","13 min"
1969,1970,42,"FILM EDITING","Françoise Bonnot","Z","tt0065234","127 min"
1969,1970,42,"FOREIGN LANGUAGE FILM","Algeria","Z","tt0065234","127 min"
1969,1970,42,"MUSIC (Original Score--for a motion picture [not a musical])","Burt Bacharach","Butch Cassidy and the Sundance Kid","tt0064115","110 min"
1969,1970,42,"MUSIC (Score of a Musical Picture--original or adaptation)","Adaptation score by Lennie Hayton and Lionel Newman","Hello, Dolly!","tt0064418","146 min"
1969,1970,42,"MUSIC (Song--Original for the Picture)","Music by Burt Bacharach; Lyrics by Hal David","Butch Cassidy and the Sundance Kid","tt0064115","110 min"
1969,1970,42,"SHORT SUBJECT (Cartoon)","Ward Kimball, Producer","It's Tough to Be a Bird","tt0064504","21 min"
1969,1970,42,"SHORT SUBJECT (Live Action)","Joan Keller Stern, Producer","The Magic Machines","tt0064623","15 min"
1969,1970,42,"SOUND","Jack Solomon, Murray Spivack","Hello, Dolly!","tt0064418","146 min"
1969,1970,42,"SPECIAL VISUAL EFFECTS","Robbie Robertson","Marooned","tt0064639","134 min"
1969,1970,42,"WRITING (Screenplay--based on material from another medium)","Waldo Salt","Midnight Cowboy","tt0064665","113 min"
1969,1970,42,"WRITING (Story and Screenplay--based on material not previously published or produced)","William Goldman","Butch Cassidy and the Sundance Kid","tt0064115","110 min"
1970,1971,43,"ACTOR","George C. Scott","Patton","tt0066206","172 min"
1970,1971,43,"ACTOR IN A SUPPORTING ROLE","John Mills","Ryan's Daughter","tt0066319","206 min"
1969,1971,43,"ACTRESS","Glenda Jackson","Women in Love","tt0066579","131 min"
1970,1971,43,"ACTRESS IN A SUPPORTING ROLE","Helen Hayes","Airport","tt0065377","137 min"
1970,1971,43,"ART DIRECTION","Art Direction:  Urie McCleary, Gil Parrondo;  Set Decoration:  Antonio Mateos, Pierre-Louis Thevenet","Patton","tt0066206","172 min"
1970,1971,43,"BEST PICTURE","Frank McCarthy, Producer","Patton","tt0066206","172 min"
1970,1971,43,"CINEMATOGRAPHY","Freddie Young","Ryan's Daughter","tt0066319","206 min"
1970,1971,43,"COSTUME DESIGN","Nino Novarese","Cromwell","tt0065593","139 min"
1970,1971,43,"DIRECTING","Franklin J. Schaffner","Patton","tt0066206","172 min"
1970,1971,43,"DOCUMENTARY (Feature)","Bob Maurice, Producer","Woodstock","tt0066580","184 min"
1971,1971,43,"DOCUMENTARY (Short Subject)","Joseph Strick, Producer","Interviews with My Lai Veterans","tt0065894","22 min"
1970,1971,43,"FILM EDITING","Hugh S. Fowler","Patton","tt0066206","172 min"
1970,1971,43,"FOREIGN LANGUAGE FILM","Italy","Investigation of a Citizen Above Suspicion","tt0065889","115 min"
1970,1971,43,"MUSIC (Original Score)","Francis Lai","Love Story","tt0066011","100 min"
1969,1971,43,"MUSIC (Original Song Score)","Music and lyrics by The Beatles","Let It Be","tt0065976","81 min"
1970,1971,43,"MUSIC (Song--Original for the Picture)","Music by Fred Karlin; Lyrics by Robb Royer (aka Robb Wilson) and James Griffin (aka Arthur James)","Lovers and Other Strangers","tt0066016","104 min"
1970,1971,43,"SHORT SUBJECT (Cartoon)","Nick Bosustow, Producer","Is It Always Right to Be Right?","tt0065901","8 min"
1970,1971,43,"SHORT SUBJECT (Live Action)","John Longenecker, Producer","The Resurrection of Broncho Billy","tt0066294","23 min"
1970,1971,43,"SOUND","Douglas Williams, Don Bassman","Patton","tt0066206","172 min"
1970,1971,43,"SPECIAL VISUAL EFFECTS","A. D. Flowers, L. B. Abbott","Tora! Tora! Tora!","tt0066473","144 min"
1970,1971,43,"WRITING (Screenplay--based on material from another medium)","Ring Lardner, Jr.","MASH","tt0066026","116 min"
1970,1971,43,"WRITING (Story and Screenplay--based on factual material or material not previously published or produced)","Francis Ford Coppola, Edmund H. North","Patton","tt0066206","172 min"
1971,1972,44,"ACTOR","Gene Hackman","The French Connection","tt0067116","104 min"
1971,1972,44,"ACTOR IN A SUPPORTING ROLE","Ben Johnson","The Last Picture Show","tt0067328","118 min"
1971,1972,44,"ACTRESS","Jane Fonda","Klute","tt0067309","114 min"
1971,1972,44,"ACTRESS IN A SUPPORTING ROLE","Cloris Leachman","The Last Picture Show","tt0067328","118 min"
1971,1972,44,"ART DIRECTION","Art Direction:  John Box, Ernest Archer, Jack Maxsted, Gil Parrondo;  Set Decoration:  Vernon Dixon","Nicholas and Alexandra","tt0067483","183 min"
1971,1972,44,"BEST PICTURE","Philip D'Antoni, Producer","The French Connection","tt0067116","104 min"
1971,1972,44,"CINEMATOGRAPHY","Oswald Morris","Fiddler on the Roof","tt0067093","181 min"
1971,1972,44,"COSTUME DESIGN","Yvonne Blake, Antonio Castillo","Nicholas and Alexandra","tt0067483","183 min"
1971,1972,44,"DIRECTING","William Friedkin","The French Connection","tt0067116","104 min"
1971,1972,44,"DOCUMENTARY (Feature)","Walon Green, Producer","The Hellstrom Chronicle","tt0067197","90 min"
1971,1972,44,"DOCUMENTARY (Short Subject)","Manuel Arango and Robert Amram, Producers","Sentinels of Silence","tt0067733","18 min"
1971,1972,44,"FILM EDITING","Jerry Greenberg","The French Connection","tt0067116","104 min"
1970,1972,44,"FOREIGN LANGUAGE FILM","Italy","The Garden of the Finzi-Continis","tt0065777","94 min"
1971,1972,44,"MUSIC (Original Dramatic Score)","Michel Legrand","Summer of '42","tt0067803","104 min"
1971,1972,44,"MUSIC (Scoring: Adaptation and Original Song Score)","Adaptation Score by John Williams","Fiddler on the Roof","tt0067093","181 min"
1971,1972,44,"MUSIC (Song--Original for the Picture)","Music and Lyrics by Isaac Hayes","Shaft","tt0067741","100 min"
1971,1972,44,"SHORT SUBJECT (Animated)","Ted Petok, Producer","The Crunch Bird","tt0066959","2 min"
1971,1972,44,"SHORT SUBJECT (Live Action)","Manuel Arango and Robert Amram, Producers","Sentinels of Silence","tt0067733","18 min"
1971,1972,44,"SOUND","Gordon K. McCallum, David Hildyard","Fiddler on the Roof","tt0067093","181 min"
1971,1972,44,"SPECIAL VISUAL EFFECTS","Alan Maley, Eustace Lycett, Danny Lee","Bedknobs and Broomsticks","tt0066817","117 min"
1971,1972,44,"WRITING (Screenplay--based on material from another medium)","Ernest Tidyman","The French Connection","tt0067116","104 min"
